class,tweet
1,"Tacos over hoes."
0,"I have never actually seen a yellow duck."
0,"What is that monkey doing to those poor bottles?"
0,"You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle - Charlie"
1,"lil stupid ass bitch"
1,"Be a girl with a mind, a bitch with an attitude and a lady with class."
1,"Bad bitches is the only thing that i like"
0,"haha I'm shocked barca got more yellow cards this time"
1,"Why are teabaggers so interested in saving people who are Muslim? Does Syria have oil? morningjoe"
1,"what's good pussy"
1,"I look better on your bitch than her outfit on my floor myboy"
0,"Quote this with a weezy verse I'm a diamond in the rough like a baby in the trash"
0,"Can't tell if Mexico has been impressive or if Brazil has just been trash today"
1,"Aye nigga, who tryna freestyle? You trash though lol"
0,"do u still have ur blk. pom?"
0,"As a woman you shouldn't complain about cleaning up your house. and as a man you should always take the trash out"
0,"Feb 2015Jordan 4 Retro RemasteredOreo314254-003"
0,"White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us."
0,"yellow"
1,"I can't even be away from my phone that long karlie right she is a crazy bitch"
1,"My cat just rolled on me and said lets go run a game of 21, bitch"
0,"faints She has no idea how many of her resumes went straight to the trash"
1,"David is my bitch"
1,"Let me show you how that pussy work! Brian McKnight should have more accolades. His music is everything. EVERYTHING."
1,"I'll start at the butt and work my way to the pussy"
0,"Oreo cake"
1,"why why why why why? you ain't kissing any bitch anytime soon"
0,"GRAPHIC ~> 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife and Kids"
0,"Bathing Sphere Suspended Orb Tub Not for Shy People bathing design weird and yet cool"
1,"Spell my name right, bitch. Then we'll talk"
1,"Y se acab! Mexico wins 3-0! That's my team bitches VIVAMEXICO"
0,"Nipple banana monkey!"
1,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
0,"and I are discussing our awful 90s fashion choices yellow overall shorts, boxers over leggings. What was your bes"
0,"What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! clubmetro"
1,"Ugh I can't stand a bitch that smokes black and milds. They make me itch"
1,"Bro my birds stay having sex , it's on a daily now.he said look ma no hands"
0,"Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud."
0,"There are LOTS of top tier wrestlers who started as yardies."
1,"tbt Halloween 2011 a spoopy hoe and her pimp daddy"
1,"Trey songz went in on that looking ass bitches reply to nicki"
0,"Lester tried to eat your bird"
1,"It's UTW over here bitch but a lot of shit be going Down"
0,"One of the world's most prominent Jihadi forums just got shut down"
1,"Retweet if ur dick will choke a bitch"
1,"That black pussy have nigga sayin anything AHSFREAKSHOW"
0,"And it's gotta be some ghetto fool /"
0,"Pregnant S.E. Cupps classic response to liberal dem who calls her chunky with bonus tweets via"
1,"not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
0,"Regular joes rockin tha boat that's us redneck yacht clubbb"
1,"Bet you won't @ em doe Hoes gon be hoes shut up. You a hoe"
1,"porn,android,iphone,ipad,sex,xxx, | Italian | my baby pussy"
1,"Baby I can make that pussy raaain OFTEN."
0,"We're going to make the school look so redneck tomorrow."
1,"Date a thug because you know they won't pussy out when it comes to defending you. felonsplease"
1,"he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well"
1,"faggot sack"
0,"Brown is a color so my eyes are colored"
1,"You just salty you ugly and white they all some hoes"
0,"Drake T.I 3 Stacks, Kendrick Name a rapper that alot of people like but you think is trash"
0,"Figure all da ofay like to see my family pitcher"
1,"sweetest bitch you'll ever meet"
0,"BlessJesus Yes,Felt and touched the soles of the humanity with stains and impressions that only leaves its reflections."
0,"HolySpirit God still share HIS Secrets Amos 37 blessings Jesus"
1,"Omg I will kill you for liking that pic I swear bitch"
0,"its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol )"
0,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes"
1,"And niggas don't be knowing the difference or want to believe that the bitch actually ugly"
0,"Mommy said no pussy cats inside my dawgs house"
1,"fugly loose hoe"
1,"lebron is a bitch damian"
1,"eat bitch"
1,"Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie SirAlexFerguson ManchesterUnited ManchesterDerby MUFC"
1,"I fw these niggahs everyday , Neva changed up , always been the same to a niggah . Been thru shit with ma niggahs ."
1,"Told ya months ago Charlie wasn't bullshittin Bevo is next"
0,"Richard Grenell WaPo's Greg Sargent mocks voter ID and proves point of proponents"
0,"As soon as a Democrat gets a chance to ? the political hack foxnews goes to commercial then back with Bolton LMAO teabaggers benghazi"
1,"And I aint got time for bitches , gotta keep my mind on my mothafuckin riches"
1,"comes home late*Bae Was her pussy goodMe Whos Bae oh never mind"
1,"i bet you are, faggot."
1,"No skimp shit here bitch"
1,"Almost forgot 40,000 tweets still no bitches"
0,"1300 for the eggs sunny side nicca"
1,"When I was in 6th grade it was a lil bitch at my school in 5th and she was pregnant like wtf I barely new what pussy looked like that young"
1,"The bitch who shot CJ is going upstate now he can RIP"
0,"Sweet yellow bone thang, I call her Honey mustard"
0,"Ask the governor how we are supposed to pay for this? Typical teabagger mentality. Government is EVIL until we need them LOL morningjoe"
0,"s/o NF thanks for the follow Hun!"
0,"Charlie wears women's clothing"
1,"Neymar fell like a bitch"
0,"I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable."
1,"Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit."
0,"mayonnaise colored benz i push miracle whips"
0,"unexplainable!"
0,"Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for tdf"
0,"Yankees season over tho. So yeah."
0,"I was in love with Charlie"
0,"Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?"
0,"their tortillas are trash though."
1,"I'm the real Tony Montana, I got 50 naked bitches on a banana boat"
1,"This bitch couldn't pull a ugly desperate dike if she wanted"
0,"Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet"
0,"Trailor trash tina time"
0,"either way both schools are trash"
1,"The whole afternoon has been about the deep voiced bitch"
1,"fight or nah dumb bitch"
1,"I'm tired of bitches saying I look mean nigga you big af, wear tight shirts, and grim everybody."
1,"captain save a hoe is the most annoying phrase"
1,"I don't pity or hate faggots. Sexual mutations are necessary side effect of evolution. BUT PROLIFERATION at 4% is a sign humans fucked UP"
1,"yes so you could leave fag"
1,"ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles truuuuuu"
0,"Time to bounce in the Bronx. LetsGoYankees Walkoff"
1,"Don't my nigga me honkie"
1,"no you threatened us bitch?! Don't try to make it what it's not"
1,"bitches giving back rubs ?"
1,"this lady is probably like what the fuck does this bitch listen to"
1,"in San Diego niggah!"
1,"some niggas didnt desrve to have that bitch in the first place"
0,"basic trash"
1,"Wilde nog even checken op Twitter hoe het ging maar had zo'n heftige wond niet verwacht, heftig. Sterkte and beterschap hoor!"
0,"This monkey on my back keeps smearing poop in my hair."
0,"cheeky lol I want those all black and yellow 95's again ughh I those"
1,"For instance Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail"
1,"Can't fuck with a coon ass girl bruh"
1,"they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man."
1,"Eat her pussy nd look at her like this"
1,"Trapping motherfucker I be Juggin like a bitch catch me up in traffic might be Juggin with yo bitch -"
0,"Just getting in! I hope so. Cause they stunk it up last night."
0,"Charlie xcx is bae"
0,"Yankees"
0,"Of rain showersand weepy fogof soft lightand cool touchof wild windthat carry music of birdswho cease to soar;this feel"
0,"Hoi, fai moke hau!"
1,"When Chief Keef said I aint done turning up bitch!"
0,"Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny."
1,"these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t"
0,"im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys"
0,"Such a trash episode of the walking dead tonight."
1,"Guy tweets I wanna eat some pussyFollower replies facts! Girl tweets I wanna suck some dickFollower replies hoe!NOT FAIR"
0,"yellow in paris! Fantastic effort from AllezWiggo and VroomFroome now just the last stage up for grabs GoCav TDF12"
0,"The bird is the word. EsuranceSave30"
0,"ThotGoals I wanna learn how to jigg really good so I can be in the circle."
0,"btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto."
1,"Can't no hoe FixMyLife"
1,"Speaking of 09, that years pussy was phenomenal."
0,"Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league."
1,"Why are nudes called nudes? I would rather be like hey girl send me the tits and ass hoe"
0,"hmu negro"
1,"Either bitches fake gay or fake happy"
0,"Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales man wtf"
0,"City highway skyscrapers building lights yellow blue"
1,"SHARKEISHA'D = To lose one's face due to the brute force of a knockout punch. Dat bitch got sharkeisha'd"
1,"will you mention why being called nigger is wrong(witch i agree with) and bossy is wrong.but being called a pimp is still ok?"
0,"My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2%"
1,"My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss"
0,"Teixeira on point tonight. Yankees"
1,"Iont got not type Bad bitches is the only thing that I like"
0,"I need sleep but can't seem to get that place that let's you clam down and sleep ("
0,"the birds out tonight"
0,"Getting the field ready for today's game."
1,"Thought to myself SHEEBA-SHEEBA, got my ass lookin like a zebra!"
0,"Where all my fans? ny yankees VictoriaSecret fitness"
0,"Friends of has let me know that Phil is very ill. His infection has gone septic, and he is fightin"
0,"I forgot you're the same bull that said Yeezus was good and that J.Cole is trash"
1,"plz come down here im really sick of your bitch ass talking shit plz come down here it going to be 1 on 1"
0,"powers U don't go outside ur tanks been on full for 2 months U anti social monkey"
0,"Shy Glizzy Decent Af"
0,"Smuggled letter by Gaza tunnel digger details suffering under Hamas rule via"
1,"faggot"
0,"I eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream"
0,"S/o all my real fans who can wait and not want me to put out trash like other rappers signedtothestreets2 iGO"
1,"Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops."
1,"I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it."
1,"Fuck with us you know we tweakin hoe"
0,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear"
1,"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow"
1,"I love how hoes be like omg warped tour yayyyyy gaaaaaaaaaaaay"
1,"Break shit fuck the law grrrr fuck that shit punch that bitch!"
1,"I didn't say anything tho kiss me then faggot"
0,"I'm not big on the Uncle Tom slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?"
0,"it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans"
0,"Lakers really trash."
0,"All of Kate Upton's leaked nudes today and more bitch lo"
1,"Bitch fuk wat a hater gotta say brickk ent ya bitch"
0,"The boy who shot albino deer"
1,"Homeee fag"
1,"Kirk Hinrich going fucking dumb out that bitch"
0,"You're saying zebras are goth?"
0,"lucky monkey"
1,"You'll never catch me in public with a chick that got an iPhone 4s. I'm only seen in public with classy bitches"
0,"The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun"
0,"Your teeth are like the stars. Aww thanks! Yeah yellow and far away from each other."
1,"bitch I'm done with school"
1,"Call me a dumb bitch but ion even know wtf Ebola is"
1,"How filthy of a cunt is to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? tcot"
0,"Jay Z - Takeover and U Don't Know LIVE @ Home and Home Concert Yankee Stadium via"
0,"Muzzled pit bull with throat slit found on side of road in PA via HIDEOUS ABUSE THROAT SLIT LEFT TO DIE"
0,"Royals 2-1! Fantastic. Ready for tomorrow's sweep of the disposed O's. Yankees 4ever except this month."
1,"Music is the only bitch I put up with"
0,"EarlyBird early morning sunrise dawn bird thebird jerryreed @ Kansas City"
1,"Kamehamehaaaaaaa bitch."
0,"yeah they trash. Q this man capitalized his H tho i'm takin all ya fans."
0,"I love black shoes cause I can match them with anything but I also need some colored shoes"
1,"i was enjoying nicki minaj's song anaconda until she said fuck skinny bitches. lol nah bitch fuck you"
0,"At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising"
1,"Bitches be like New Avi >> and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly."
1,"stop looking porn fag"
0,"Final debate clean-up journalists sure know how to trash a lobby wcvbpoli wcvb"
1,"If I ever put ma trust ina bitch , I'll always be hurt !"
1,"Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again"
1,"every time i come out im never with newwww bitches"
0,"Thinking about the boom boom boom waaay ho video makes me laugh at least once a day."
1,"Told that hoe she special, like the McRib at McDonalds"
1,"so fucking annoying when a hoe is like omg relationship goals like close your legs, get dressed and do something about it."
1,"I'm a bitch nigga? ( that hurts my feelings And I'm like so serious."
1,"Got kicked out of AA classes bc I laughed at a guy and called him a pussy for blacking out every time he drank."
0,"Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho"
0,"Food be good except that rice they cook that bitch on Monday for the week + Tootsies?"
1,"Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
1,"Iv decided to grow my hair, i aint braiding it tho straight curls out dis bitch !"
1,"Behind every REAL bitch, there's a bitch ass nigga that did her wrong but made her strong."
0,"Essence Fest anyone? I'll be there on the main stage 2 stepping with Uncle Charlie"
1,"this bitch need to wake up asap lol"
0,"Dat damn dog eats betta den most colored folk do."
1,"She wanna talk shit but then have a friendship fuck you bitch and I hope u offended"
0,"Oreo milkshakes will forever remind me of"
0,"I'm not even ghetto!"
1,"I love to eat pussy! love investment"
1,"I just want a girl that'll be a hoe for me that's all"
0,"cookies and crackers aren't even on the same level!"
1,"Brandon Jennings easily got the coldest bitch ever damn near lolnot damn near that's fact."
1,"I'm comparing KFC to the pussy"
1,"you is a hoe"
1,"and getting pedicures bitching bout their ex and going tanning is something a bitch does"
1,"you can ride for a nigga ya whole life new pussy fuck it up in one night"
0,"Okay okay but. Trans birds"
0,"Operation Ask Redhead Resolve, Charlie Brown. rejectedpeanutsspecials"
1,"HonestyHour in middle school hoes used to call me a Mandingo warrior"
1,"more like emily is a little twat"
0,"Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow"
1,"bitch please, are you trying to say I was closer to Philly than you"
0,"I can hear my mom playing flappy bird in the living room"
1,"Tell them bitches I'll always be your Mrs."
0,"cut up porkchop, canned pinto beans, a small can of carrots, can of corn, celery, a potato. cayenne powder + crushed red pepper"
1,"bitch how tf am dumb your going off what someone else told you so u can shut that shit up"
0,"maybe not but you crow about obama and democrats so you are a mawbar Might as well be a Republican."
0,"naah da twitter bird"
1,"amen little mama. y does this old southern country bitch like you so much I don't know. but I do!"
0,"tbt my precious gook baby"
1,"U dont like me but ya bitch do!"
1,"porn,android,iphone,ipad,sex,xxx, | HiddenCams | Amateur boy fucking bitch hiddencam"
0,"You are hairy like a monkey. P"
0,"if your team is trash"
1,"Why he try say alexi stole Jo bitch lmao"
1,"I like bad bitches cause they like bad bitches too"
1,"what to do when your ear hurts like a bitch?"
0,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
1,"Ladies LMaooo. . if your pussy better than your personality."
1,"Porn star is fancy talk for professional hoe."
1,"Y'all be like I want a love like Rashad and New New Shit y'all already got one. Lying about who you are ass hoes lmao"
1,"Your bitch always said she wanna fuck a real nigga"
1,"Hoes be like Hoes be like But they be the hoes that be like"
0,"I liked a video The Sock Fairy, a short film"
1,"That bit Donovan got DVD's droppin and all i see ya lha bitch"
1,"You can't treat these hoes like ladies"
0,"Yu hoes just love to pump fake bout y'all lives on these social networks"
1,"at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves."
0,"Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight."
1,"When bitches talk about their boyfriend 24/7"
1,"Bruh Don't do this Females swear their best friend is the baddest bitch in the world!"
1,"Ronnie Radke's a fucking fag. Fronz owns his ass."
1,"You can tease this dick faggot"
0,"Knock em down wit sum chunky"
0,"Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that."
1,"neither have i -/ I just why ok. I've never had a nigger cock"
0,"We're Bringing The Cadaver Dogs, Charlie Brown. rejectedpeanutsspecials"
0,"the ghetto if UD wins tonight"
0,"birds of a feather. go away"
1,"I'll NEVER let a broke bitch influence me"
0,"dubya hates todays teabagger movement."
0,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals."
0,"Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo"
0,"auto tranny"
1,"damn I have nothing to tweet,nothing to complain or bitch about) lol"
1,"No fucks given about the NFL draft it's baseball season bitch"
1,"Well your a little cunt !"
0,"Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein"
1,"But that's what you call white trash with money!"
0,"uhh messi trash . and im flattered but what was the games scorre"
1,"Damn Karlie Redd, now all these hoes done seen your man junk"
1,"You don't like us colored folks, what the he'll you're not colored you white fucks"
0,"one man's trash is another man's wife."
1,"Yeah, so quit being a bitch and edit."
0,"D-emandE-veryone'sM-oney andO-bjectsC-ollectively beR-edistributedA-mongT-heirS-upporters"
1,"Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch."
1,"meet me later for a reach around Charlie Crist"
1,"Its 2 things in this world that I aint seen, thats a UFO and a bitch that I need !"
1,"Me Mom, honestly, thank you for making me a bad bitch. Mom You've gotta stop."
1,"Good pussy change ya life!"
1,"hey cunt, I miss you too"
1,"1 day down 39 more days with out pot lentyour a faggot"
0,"Shy girls are undercover freaks"
0,"o unpunished. This has been the view for many thousands of years in civilised and uncivilised society."
1,"It ain't nothing to cut that bitch off."
1,"But if I run into that niggah imma let you know"
0,"LA MQUINAUna vez en Japn 5 japoneses crearon una mquina que atrapaba ladrones. Primero la mquina la"
1,"mannn we had hoes like that wen I was in school they all had babies! Da"
0,"Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. IndyFest"
1,"granted cracker isn't that bad because when you say that to a white person your saying their one of the slave"
1,"get that degree first bitch"
0,"there was a bird on the back balcony, dead. with sadness I reflected on the fragility of life, put him in a bag, and threw him in the trash."
0,"my grandma got a rosta colored dressit's so pretty She better let me borrow it"
1,"People tend to bitch about coaching too much, but offensive playcalling has killed the Ags. Indefensible at this point."
0,"HAHAHA chunky goalkeeper makes a save with his stomach"
0,"I would went in on that ref hell, with a post game interview saying he called me sad and trash."
1,"This game pissing me off including that bitch"
1,"Good morning ig Giving u white trash body turntup webad wepretty gayvegas"
0,"My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits threes"
1,"This work shit for the birds ion think it take 8 hours to do nothing"
1,"I'm literally about to scream and throw a bitch fit if people don't hurry the fuck up."
1,"hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga"
1,"A nicca got some crazy head last night"
0,"I learnt about birds as a child. Best time to learn"
0,"Hi ho, hi ho, it's off to work we go! It's MilitaryMonday support a military organization today."
0,"Want to go get this brownie, I'm stuck doe."
0,"Pulled a dead bird from my garden. Grateful to be out of the hot sun, it winked at me with its rotting eye socket."
0,"the redskins are doing pretty good this year"
0,"In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn"
1,"Because Ian's retarded"
1,"dat mean u ugly hoe if only getting fuck doggie style plies hot nigga"
0,"Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho"
0,"like we all never gave the camera the bird."
1,"Brees been trash since this"
0,"The crows warned you to stay away from the island. Will you?THE SOUL COLLECTOR IAN1"
0,"If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus"
0,"Whatchu sayin hoe, YOU KNOW IM THE MAN HOE"
0,"From Jihadi streams Rutba, Anbar Province, Iraq"
0,"Oreo Cookie Pancakes FoodPorn"
1,"they ain't een kno I was in that bitch"
0,"tranny"
0,"Lakers on I thought trash day was Monday"
1,"If I hit ya nigga , bitch I'm sorry"
1,"if u got cotton mouth u can eat my pussy"
0,"Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay"
1,"I gassss on these niggas, I got gas for all these hoes"
1,"Talked to Deigo last night my dawg good like that bitch Maegan"
0,"so was slavery, prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol"
0,"Am so high that birds and planes are my peers"
1,"thanks bitch"
0,"I went to college Every college got a bird class where u can get ya friend to sign u in and get an A out the class Rashad"
0,"closet muzzie"
0,"This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well"
1,"I didn't tag you negro lol"
0,"You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure"
0,"He now resides on the Mantle piece."
1,"bitch what where y'all be at come to town east mall u and your bitch fuck boys"
1,"Poor Leo,he can't help havin resting bitch face. I feel ya home skillet biscuit"
1,"Shout out to my mama cause she ain't raise no hoe"
0,"vertical nip bars I already have horizontal ones so I think it'll look hella cute"
1,"Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts"
0,"Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month."
0,"Grinding! Yankees"
0,"is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend."
1,"if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I."
0,"Next time you leave magic trash in my jacket try not to have your initials written on them."
1,"She used her hair to throw her then kicked her in the head THEN called her a bitch"
0,"Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him"
0,"Thirsty Giants are always like ho, ho, ho"
1,"bitch im DEAD! Them heauxs gon put balloons in a corner and take pics talkin bout We in V.I.P"
1,"All i kno is make them hoes cone joints"
0,"Oh my. There was an Oreo baked into that chocolate chip cookie. surprise"
0,"CommonQuestionIGetWhy uou so ghetto?"
0,"funny, I thought tbt 90s photo this week would have you hanging me over a trash can by my ankles"
1,"I'm grown = Let me be a hoe in peace."
1,"eeeeeeeee you got the hoes"
1,"Most of these niggas go broke for these hoes"
0,"how ah yardie reach wyoming? (live at"
0,"Woot! Yankees completed their sixth series sweep of the season and fourth at home."
1,"I get so deep in that pussy i touch the back of her soul!"
0,"Came to training camp today to find Charlie Batch asleep on the curb"
1,"cdfu bitch you fried"
0,"Someone tell the royals to stay home there trash"
0,"Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head."
0,"Mi caldito de pollo estuvo incredible! Ahora a snuggle con mi snuggie y mi hubby Queeee riiikkooo"
0,"teeth can make or break a person. you could be a 10 and have yellow teeth and immediately drop to a 2."
0,"Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our"
1,"Why is it always the bitches with no money, no job no contribution to anything financial that have the highest standards"
0,"Generate ASCII boxes with NodeJS all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^"
1,"Eat that pussy like i got the munchies,"
1,"you still ugly then a hoe and you still look like muffie off Arthur"
1,"I'm in my glory bitch"
0,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh"
0,"VIDEO Dont hurt yourself! hits a jumper over a rookie, proceeds to talk trash ht"
1,"lmao they know who the kitty master is ! Don't hate bitch"
1,"I'm on that straight Cali kush bitch don't kill my vibe"
1,"I want some I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub"
1,"everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops"
0,"naw I Juss like making you a lil mad I have been gone for too long tho I hate the boonies"
1,"Niggah said my girl off limits thirsty niggahs stay out her inbox But the bitch look like Kunta Kintes"
0,"I'll slit your throat-neck"
1,"Man these hoes so familiar, one minute on the team next minute they ain't witcha"
1,"Say you love that bitch so much I'll kill you right in front of her"
0,"Foto mimiblargh ok pls consider this kingdom birbs (can u guess who is who and what birds they are?"
1,"Yo u let that peckerwood skip get away with anything Fuck u"
1,"God bless those delusional bitches still trying to keep duck face alive."
0,"Has anyone ever purchased baseball field dirt? I really want dirt from Stadium for my grandfather's grave. weirdtweets"
1,"No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass"
1,"im not ready to see y'all hoes tweet new year, new me"
1,"Hate when bitches with long hair decide to get a haircut. Nothin good ever comes out of that"
1,"Don't get yo bitch ass killed in new Atlanta baby!"
0,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay."
1,"I'm so faded my nigga I'm about to disappear in this bitch"
0,"Omoide Yokocho Shinjuku, Tokyo, Japan / Japn by Lost in Japan, by Miguel Michn"
0,"Hugs or Kisses? Hugs. It gives you a warm fuzzy feeling."
1,"Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"
0,"Hi Charlie, have a great day"
0,"Read w/o slant your orig statement said everything we have that is the only extreme comment made"
1,"It's CampaignSeason, bitch."
0,"love frat boy w/ soft long soles"
0,"Watch out ned! crc worldcup2014 puravida"
1,"Fuck Ya feelings ain't no sorries bitch"
0,"Flipping back and forth between Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets"
0,"Happy Birthday! Take a spin in that yellow coupe shutemdown"
1,"If she's always been a dyke she's a virgin. No way around that. Her first time eating box don't take her virginity"
1,"If Bradley Cooper wins an Oscar before Ryan Gosling does, imma cut a bitch."
1,"When you realize you sent the message to your wife instead of your side hoe"
1,"Melo will be a bitch if he leaves, and well Lebron is jus a bitch regardless lol"
1,"Aw. fag, don't tweet aw to me lol"
0,"skate 2 trash (( skate 3 had goat DLC"
0,"Acid yellow"
1,"It's like zero bitches in nap that's gon stick by yo side if you fall off"
1,"Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING."
0,"They say our state bird is rare I literally see one at least once a day"
0,"That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else."
0,"Posted a new song guala music"
0,"Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts."
0,"sav you are so nicee love you too twat! )"
0,"This car has two registration tags. Both yellow. One for 2014 and one for 2005. Wth"
0,"Crew of women hillbillies and gangsters w/the director ItsAWRAP"
1,"Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine"
0,"i don't think he can beat Mayweather but he's far from trash. Unlike Floyd he actually put Maidana down."
1,"Females be 14 acting 18 . Turning up like they 21 . Throwing the pussy like they 25 But still can't pass Alg"
1,"Drop that bitch - on the atomic bomb"
1,"if one of your followers sell pussy but hop on Twitter like they got all the morals and class"
0,"Happy birthday, Bob Newhart! The comedic legend turns 85 today AmericanMasters"
0,"I am a thrill billy with a hillbilly heart. -. HAHAHAHAHA Jesus Murphy!"
1,"I still think he is a pussy haha"
0,"Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened"
1,"Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?"
0,"Yep, Steve Spurrier just sorta compared Alabama to the Yankees. They've (NY) got the biggest payroll, they don't win ever"
0,"I want some monkey bread"
0,"Poont gotta be trash"
0,"blaxican"
0,"you've been talking trash since we were 3 and 5."
0,"When I make a paper ball in the trash can"
0,"When twitter rappers dm me their trash links"
1,"Aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard"
1,"Damn bird nearly gave me a heart attack ! And all she said was Oh. Bitch Oh ?"
0,"eggnog trash"
1,"If i fucked her i know every niggah want her."
0,"Whats it say I see bird in it Lmao"
1,"i woke up with a sore throat, im cold, niggers will be niggers. so terrible"
1,"Speaking of. A lot of them backpage hoes don't like fucking black guys so I never went thru with it"
0,"extra yellow."
